pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HAT-P-2 c,HAT-P-2,1,1,2,Radial Velocity,2023,Multiple Observatories,Published Confirmed,0,<a refstr=DE_BEURS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..136D/abstract target=ref>de Beurs et al. 2023</a>,8500.00000000,2600.00000000,-1500.00000000,0,,,,,,,,,,,,,3400.76395,1652.70772,-699.22250,0,10.70000,5.20000,-2.20000,0,Mass,0.370000,0.130000,-0.120000,0,,,,,,,,,0,<a refstr=DE_BEURS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..136D/abstract target=ref>de Beurs et al. 2023</a>,,,,,,,,,,1.33,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h20m36.34s,245.1514324,+41d02m52.66s,41.0479601,127.7740000,0.4250000,-0.4230000,8.7200000,0.0300000,-0.0300000,7.6030000,0.0200000,-0.0200000,8.5984200,0.0002500,-0.0002500,2023-10-09,2023-10,2023-10-09
HD 108202 b,HD 108202,1,1,1,Radial Velocity,2023,La Silla Observatory,Published Confirmed,0,<a refstr=PHILIPOT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805417P/abstract target=ref>Philipot et al. 2023</a>,2990.00000000,54.00000000,-51.00000000,0,3.700000,0.100000,-0.100000,0,,,,,,,,,953.48522,222.47988,-158.91420,0,3.00000,0.70000,-0.50000,0,Mass,0.520000,0.040000,-0.030000,0,,,,,,,,,0,<a refstr=PHILIPOT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805417P/abstract target=ref>Philipot et al. 2023</a>,K4/5 V,,,,,,,,,0.74,0.04,-0.04,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h25m50.72s,186.4613189,-01d06m39.32s,-1.1109233,38.6846000,0.0675000,-0.0673000,10.2600000,0.0300000,-0.0300000,7.3100000,0.0290000,-0.0290000,9.7827200,0.0003790,-0.0003790,2023-09-05,2023-08,2023-09-05
HD 110067 b,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,9.11367800,0.00001000,-0.00001000,0,0.079300,0.000960,-0.000960,0,2.200,0.030,-0.030,0,0.196,0.003,-0.003,0,5.69000,1.78000,-1.82000,0,0.01790,0.00560,-0.00573,0,Mass,,,,,,,,,800,10,-10,0,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266.00,64.00,-64.00,0,0.79,0.01,-0.01,0,0.80,0.04,-0.04,0,-0.200,0.040,-0.040,0,[Fe/H],4.54,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,32.1585000,0.0572000,-0.0569000,8.4190000,0.0020000,-0.0020000,6.4920000,0.0180000,-0.0180000,8.1720800,0.0002780,-0.0002780,2023-12-05,2023-11,2023-12-05
HD 110067 c,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,13.67369400,0.00002400,-0.00002400,0,0.103900,0.001300,-0.001300,0,2.388,0.036,-0.036,0,0.213,0.003,-0.003,0,6.30000,,,1,0.01982,,,1,Mass,,,,,,,,,699,9,-9,0,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266.00,64.00,-64.00,0,0.79,0.01,-0.01,0,0.80,0.04,-0.04,0,-0.200,0.040,-0.040,0,[Fe/H],4.54,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,32.1585000,0.0572000,-0.0569000,8.4190000,0.0020000,-0.0020000,6.4920000,0.0180000,-0.0180000,8.1720800,0.0002780,-0.0002780,2023-12-05,2023-11,2023-12-05
HD 110067 d,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,20.51961700,0.00004000,-0.00004000,0,0.136200,0.001700,-0.001700,0,2.852,0.039,-0.039,0,0.254,0.003,-0.003,0,8.52000,3.31000,-3.25000,0,0.02681,0.01041,-0.01023,0,Mass,,,,,,,,,602,8,-8,0,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266.00,64.00,-64.00,0,0.79,0.01,-0.01,0,0.80,0.04,-0.04,0,-0.200,0.040,-0.040,0,[Fe/H],4.54,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,32.1585000,0.0572000,-0.0569000,8.4190000,0.0020000,-0.0020000,6.4920000,0.0180000,-0.0180000,8.1720800,0.0002780,-0.0002780,2023-12-05,2023-11,2023-12-05
HD 110067 e,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,30.79309100,0.00001200,-0.00001200,0,0.178500,0.002200,-0.002200,0,1.940,0.040,-0.040,0,0.173,0.004,-0.004,0,3.90000,,,1,0.01227,,,1,Mass,,,,,,,,,533,7,-7,0,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266.00,64.00,-64.00,0,0.79,0.01,-0.01,0,0.80,0.04,-0.04,0,-0.200,0.040,-0.040,0,[Fe/H],4.54,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,32.1585000,0.0572000,-0.0569000,8.4190000,0.0020000,-0.0020000,6.4920000,0.0180000,-0.0180000,8.1720800,0.0002780,-0.0002780,2023-12-05,2023-11,2023-12-05
HD 110067 f,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,41.05854000,0.00010000,-0.00010000,0,0.216300,0.002600,-0.002600,0,2.601,0.042,-0.042,0,0.232,0.004,-0.004,0,5.04000,1.89000,-1.94000,0,0.01586,0.00595,-0.00610,0,Mass,,,,,,,,,489,6,-6,0,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266.00,64.00,-64.00,0,0.79,0.01,-0.01,0,0.80,0.04,-0.04,0,-0.200,0.040,-0.040,0,[Fe/H],4.54,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,32.1585000,0.0572000,-0.0569000,8.4190000,0.0020000,-0.0020000,6.4920000,0.0180000,-0.0180000,8.1720800,0.0002780,-0.0002780,2023-12-05,2023-11,2023-12-05
HD 110067 g,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,54.76992000,0.00020000,-0.00020000,0,0.262100,0.003200,-0.003200,0,2.607,0.052,-0.052,0,0.233,0.005,-0.005,0,8.40000,,,1,0.02643,,,1,Mass,,,,,,,,,440,6,-6,0,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266.00,64.00,-64.00,0,0.79,0.01,-0.01,0,0.80,0.04,-0.04,0,-0.200,0.040,-0.040,0,[Fe/H],4.54,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,32.1585000,0.0572000,-0.0569000,8.4190000,0.0020000,-0.0020000,6.4920000,0.0180000,-0.0180000,8.1720800,0.0002780,-0.0002780,2023-12-05,2023-11,2023-12-05
HD 112300 b,HD 112300,1,1,1,Radial Velocity,2023,Bohyunsan Optical Astronomical Observatory,Published Confirmed,0,<a refstr=LEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230715897L/abstract target=ref>Lee et al. 2023</a>,466.63000000,1.47000000,-1.28000000,0,1.330000,0.080000,-0.110000,0,,,,,,,,,5031.22368,740.54019,-870.84984,0,15.83000,2.33000,-2.74000,0,Msini,0.360000,0.060000,-0.110000,0,,,,,,,,,0,<a refstr=LEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230715897L/abstract target=ref>Lee et al. 2023</a>,M1 III,3657.00,,,0,65.80,,,0,1.40,0.30,-0.30,0,-0.060,,,0,[Fe/H],0.80,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h55m35.72s,193.8988441,+03d23m50.06s,3.3972376,62.0732400,3.3907200,-3.3907200,3.3951500,0.0230000,-0.0230000,-1.1890000,0.1940000,-0.1940000,2.3643100,0.0003722,-0.0003722,2023-08-07,2023-07,2023-08-07
HD 112570 b,HD 112570,1,1,1,Radial Velocity,2023,Multiple Observatories,Published Confirmed,0,<a refstr=XIAO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231201388X/abstract target=ref>Xiao et al. 2023</a>,2615.00000000,85.00000000,-77.00000000,0,3.900000,0.160000,-0.160000,0,,,,,,,,,1086.97315,444.95977,-266.97586,0,3.42000,1.40000,-0.84000,0,Mass,0.200000,0.160000,-0.140000,0,,,,,,,,,0,<a refstr=XIAO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231201388X/abstract target=ref>Xiao et al. 2023</a>,K0 III,4750.00,51.00,-51.00,0,9.85,0.23,-0.23,0,1.15,0.12,-0.12,0,-0.400,0.070,-0.070,0,[Fe/H],2.51,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h57m07.78s,194.2824262,+46d10m35.63s,46.1765638,101.1660000,0.4790000,-0.4740000,6.1105500,0.0230000,-0.0230000,3.4860000,0.3540000,-0.3540000,5.8237500,0.0005853,-0.0005853,2023-12-14,2023-12,2023-12-14
HD 135625 b,HD 135625,1,1,1,Radial Velocity,2023,La Silla Observatory,Published Confirmed,0,<a refstr=PHILIPOT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805417P/abstract target=ref>Philipot et al. 2023</a>,4055.00000000,45.00000000,-44.00000000,0,5.400000,0.100000,-0.100000,0,,,,,,,,,731.00534,254.26273,-95.34852,0,2.30000,0.80000,-0.30000,0,Mass,0.160000,0.040000,-0.030000,0,,,,,,,,,0,<a refstr=PHILIPOT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805417P/abstract target=ref>Philipot et al. 2023</a>,G3 IV/V,,,,,,,,,1.28,0.06,-0.06,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h17m48.28s,229.4511514,-45d55m21.31s,-45.9225871,56.5180000,0.1166000,-0.1160000,7.7200000,0.0300000,-0.0300000,6.2900000,0.0310000,-0.0310000,7.5657800,0.0001590,-0.0001590,2023-09-05,2023-08,2023-09-05
HD 154391 b,HD 154391,1,1,1,Radial Velocity,2023,Multiple Observatories,Published Confirmed,0,<a refstr=XIAO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231201388X/abstract target=ref>Xiao et al. 2023</a>,5163.00000000,60.00000000,-57.00000000,0,7.460000,0.070000,-0.070000,0,,,,,,,,,2892.23850,889.91954,-603.87397,0,9.10000,2.80000,-1.90000,0,Mass,0.200000,0.040000,-0.040000,0,,,,,,,,,0,<a refstr=XIAO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231201388X/abstract target=ref>Xiao et al. 2023</a>,K1 III,4909.00,32.00,-32.00,0,8.56,0.05,-0.05,0,2.07,0.03,-0.03,0,0.100,0.050,-0.050,0,[Fe/H],2.89,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h01m16.83s,255.3201345,+60d38m56.12s,60.6489226,100.9470000,0.2480000,-0.2480000,6.1552000,0.0230000,-0.0230000,3.8960000,0.0160000,-0.0160000,5.8992100,0.0009369,-0.0009369,2023-12-14,2023-12,2023-12-14
HD 15906 b,HD 15906,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,10.92454780,0.00003974,-0.00003974,0,,,,,1.902,1.958,-1.958,0,0.170,0.175,-0.175,0,,,,,,,,,,,,,,35.24,,,0,621,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4884.00,96.00,-96.00,0,0.74,0.06,-0.06,0,,,,,,,,,,4.49,0.18,-0.18,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h33m05.10s,38.2712534,-10d21m07.84s,-10.3521780,45.5621000,0.0883000,-0.0880000,9.7800000,0.0300000,-0.0300000,7.4590000,0.0230000,-0.0230000,9.4772800,0.0005120,-0.0005120,2023-06-12,2017-07,2023-06-12
HD 15906 b,HD 15906,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,10.92470900,0.00003200,-0.00003200,0,0.090000,0.001000,-0.001000,0,2.240,0.080,-0.080,0,0.200,0.007,-0.007,0,,,,,,,,,,0.110000,0.040000,-0.030000,0,33.14,2.60,-2.45,0,668,13,-13,0,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,K V,4757.00,89.00,-89.00,0,0.76,0.01,-0.01,0,0.79,0.02,-0.04,0,0.020,0.040,-0.040,0,[Fe/H],4.49,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h33m05.10s,38.2712534,-10d21m07.84s,-10.3521780,45.5621000,0.0883000,-0.0880000,9.7800000,0.0300000,-0.0300000,7.4590000,0.0230000,-0.0230000,9.4772800,0.0005120,-0.0005120,2023-06-27,2023-08,2023-06-27
HD 15906 c,HD 15906,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,21.58329800,0.00005200,-0.00005500,0,0.141000,0.002000,-0.001000,0,2.930,0.070,-0.060,0,0.261,0.006,-0.005,0,,,,,,,,,,0.040000,0.010000,-0.010000,0,13.37,1.05,-0.99,0,532,10,-10,0,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,K V,4757.00,89.00,-89.00,0,0.76,0.01,-0.01,0,0.79,0.02,-0.04,0,0.020,0.040,-0.040,0,[Fe/H],4.49,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h33m05.10s,38.2712534,-10d21m07.84s,-10.3521780,45.5621000,0.0883000,-0.0880000,9.7800000,0.0300000,-0.0300000,7.4590000,0.0230000,-0.0230000,9.4772800,0.0005120,-0.0005120,2023-06-27,2023-08,2023-06-27
HD 165131 b,HD 165131,0,1,1,Radial Velocity,2023,Multiple Facilities,Published Confirmed,0,<a refstr=PHILIPOT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805417P/abstract target=ref>Philipot et al. 2023</a>,2343.00000000,2.00000000,-2.00000000,0,3.590000,0.060000,-0.070000,0,,,,,,,,,6038.73973,635.65681,-317.82841,0,19.00000,2.00000,-1.00000,0,Mass,0.672000,0.003000,-0.003000,0,,,,,,,,,0,<a refstr=PHILIPOT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805417P/abstract target=ref>Philipot et al. 2023</a>,G3/5 V,,,,,,,,,1.10,0.06,-0.06,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h05m22.66s,271.3444007,-21d40m25.33s,-21.6737039,57.4263000,0.2111000,-0.2096000,8.4200000,0.0300000,-0.0300000,6.9270000,0.0180000,-0.0180000,8.2613400,0.0003710,-0.0003710,2023-09-05,2023-08,2023-09-05
HD 165131 b,HD 165131,1,1,1,Radial Velocity,2023,Multiple Facilities,Published Confirmed,0,<a refstr=XIAO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023RAA....23e5022X/abstract target=ref>Xiao et al. 2023</a>,2342.60000000,1.30000000,-1.30000000,0,3.540000,0.054000,-0.054000,0,,,,,,,,,5943.39121,444.95977,-317.82841,0,18.70000,1.40000,-1.00000,0,Mass,0.670800,0.001900,-0.001900,0,,,,,,,,,0,<a refstr=XIAO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023RAA....23e5022X/abstract target=ref>Xiao et al. 2023</a>,G3/5 V,5870.00,100.00,-100.00,0,,,,,1.06,0.05,-0.05,0,0.060,0.100,-0.100,0,[Fe/H],4.39,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h05m22.66s,271.3444007,-21d40m25.33s,-21.6737039,57.4263000,0.2111000,-0.2096000,8.4200000,0.0300000,-0.0300000,6.9270000,0.0180000,-0.0180000,8.2613400,0.0003710,-0.0003710,2023-06-12,2023-05,2023-06-12
HD 167677 b,HD 167677,0,1,1,Radial Velocity,2023,Multiple Facilities,Published Confirmed,0,<a refstr=PHILIPOT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805417P/abstract target=ref>Philipot et al. 2023</a>,1804.00000000,73.00000000,-73.00000000,0,2.900000,0.100000,-0.100000,0,,,,,,,,,1175.96511,508.52545,-349.61125,0,3.70000,1.60000,-1.10000,0,Mass,0.350000,0.250000,-0.150000,0,,,,,,,,,0,<a refstr=PHILIPOT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805417P/abstract target=ref>Philipot et al. 2023</a>,G5 V,,,,,,,,,1.00,0.05,-0.05,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h16m49.63s,274.2067844,-11d24m24.43s,-11.4067857,54.3258000,0.2769000,-0.2741000,8.9000000,0.0300000,-0.0300000,7.1550000,0.0270000,-0.0270000,8.7114000,0.0004880,-0.0004880,2023-09-05,2023-08,2023-09-05
HD 167677 b,HD 167677,1,1,1,Radial Velocity,2023,Multiple Facilities,Published Confirmed,0,<a refstr=XIAO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023RAA....23e5022X/abstract target=ref>Xiao et al. 2023</a>,1820.00000000,10.00000000,-14.00000000,0,2.877000,0.025000,-0.025000,0,,,,,,,,,905.81096,301.93699,-317.82841,0,2.85000,0.95000,-1.00000,0,Mass,0.182000,0.031000,-0.026000,0,,,,,,,,,0,<a refstr=XIAO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023RAA....23e5022X/abstract target=ref>Xiao et al. 2023</a>,G5 V,5474.00,65.00,-65.00,0,,,,,0.96,0.02,-0.02,0,-0.290,0.043,-0.043,0,[Fe/H],4.43,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h16m49.63s,274.2067844,-11d24m24.43s,-11.4067857,54.3258000,0.2769000,-0.2741000,8.9000000,0.0300000,-0.0300000,7.1550000,0.0270000,-0.0270000,8.7114000,0.0004880,-0.0004880,2023-06-12,2023-05,2023-06-12
HD 169142 b,HD 169142,1,1,1,Imaging,2023,Paranal Observatory,Published Confirmed,0,<a refstr=HAMMOND_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230211302H/abstract target=ref>Hammond et al. 2023</a>,,,,,37.200000,1.500000,-1.500000,0,,,,,,,,,953.48522,635.65681,-635.65681,0,3.00000,2.00000,-2.00000,0,Mass,,,,,,,,,,,,,0,<a refstr=HAMMOND_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230211302H/abstract target=ref>Hammond et al. 2023</a>,,,,,,,,,,1.85,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h24m29.78s,276.1240717,-29d46m49.91s,-29.7805318,113.6000000,0.8330000,-0.8200000,8.1560000,0.0020000,-0.0020000,6.4100000,0.0240000,-0.0240000,8.0544900,0.0010040,-0.0010040,2023-03-15,2023-03,2023-03-15
HD 18438 b,HD 18438,1,1,1,Radial Velocity,2023,Bohyunsan Optical Astronomical Observatory,Published Confirmed,0,<a refstr=LEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023JKAS...56...35L/abstract target=ref>Lee et al. 2023</a>,803.00000000,5.00000000,-5.00000000,0,2.100000,0.100000,-0.100000,0,,,,,,,,,6674.39655,317.82841,-317.82841,0,21.00000,1.00000,-1.00000,0,Msini,0.100000,0.100000,-0.100000,0,,,,,,,,,0,<a refstr=LEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023JKAS...56...35L/abstract target=ref>Lee et al. 2023</a>,M2.5 III,3860.00,100.00,-100.00,0,88.47,4.42,-4.42,0,1.84,0.09,-0.09,0,-0.400,0.100,-0.100,0,[Fe/H],0.90,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h06m07.64s,46.5318358,+79d25m06.89s,79.4185800,224.1460000,9.0170000,-8.3560000,5.5047400,0.0230000,-0.0230000,1.3250000,0.2160000,-0.2160000,4.7319900,0.0048084,-0.0048084,2023-03-28,2023-03,2023-03-28
HD 185283 b,HD 185283,1,1,1,Radial Velocity,2023,La Silla Observatory,Published Confirmed,0,<a refstr=PHILIPOT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805417P/abstract target=ref>Philipot et al. 2023</a>,4060.00000000,148.00000000,-112.00000000,0,4.600000,0.200000,-0.100000,0,,,,,,,,,413.17693,95.34852,-31.78284,0,1.30000,0.30000,-0.10000,0,Mass,0.070000,0.050000,-0.040000,0,,,,,,,,,0,<a refstr=PHILIPOT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805417P/abstract target=ref>Philipot et al. 2023</a>,K3 V,,,,,,,,,0.80,0.04,-0.04,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m17.61s,295.3233609,-56d19m19.59s,-56.3221096,31.3950000,0.0545000,-0.0542000,9.0300000,0.0300000,-0.0300000,6.6010000,0.0200000,-0.0200000,8.7131100,0.0002140,-0.0002140,2023-09-05,2023-08,2023-09-05
